pct_center,angle,muscle,mean_r,sd_r,n_subjects,se_r
20,Frontal,MTR_IMF,0.013906905431227832,0.10853380366603013,40,0.0171607011353094
20,Frontal,SCML_IMF,-0.015461650643431845,0.14413492558235208,44,0.021729157606475438
20,Frontal,SCMR_IMF,0.02341922373744477,0.12314882912390818,44,0.018565384526163405
20,Frontal,STL_IMF,-0.010207678501328988,0.10908302841122487,44,0.0164448852834414
20,Frontal,STR_IMF,-0.0061451886030637745,0.106309968630168,42,0.016403984293999828
20,Frontal,UTL_IMF,0.02921806924729683,0.13478852764007107,42,0.020798321351320984
20,Frontal,UTR_IMF,0.07450175423478994,0.1505133836068118,43,0.022953075815961697
20,Horizontal,MTL_IMF,-0.034540862503107644,0.08050021586664309,36,0.013416702644440516
20,Horizontal,MTR_IMF,0.02854959164559297,0.09193675344612125,36,0.015322792241020207
20,Horizontal,SCML_IMF,0.011033125062481348,0.11676324913303703,37,0.019195759911954425
20,Horizontal,SCMR_IMF,0.012035768721262198,0.13903134304972492,39,0.022262832283594183
20,Horizontal,STL_IMF,-0.005199217493214586,0.09387173004492401,38,0.015228005451890873
20,Horizontal,STR_IMF,-0.0049951041656492905,0.11095607066366207,37,0.018241065652487707
20,Horizontal,UTL_IMF,-0.011871131617447314,0.13110818731017496,37,0.02155405322123386
20,Horizontal,UTR_IMF,0.011664326809928472,0.12172013217022572,38,0.019745612820878264
20,Sagittal,MTL_IMF,0.011448685748063134,0.11959230941885746,50,0.016912906593566784
20,Sagittal,MTR_IMF,0.01665267846522795,0.1327162794119212,50,0.018768916229203614
20,Sagittal,SCML_IMF,0.03250126069617578,0.16866199626726916,53,0.023167506923983776
20,Sagittal,SCMR_IMF,0.02084622580001029,0.1588100495752114,54,0.021611310415853794
20,Sagittal,STL_IMF,0.015993197213974478,0.11739821108770482,54,0.015975872993357072
20,Sagittal,STR_IMF,-0.028690233292607455,0.12348503569927788,52,0.017124293383317217
20,Sagittal,UTL_IMF,-0.0012246440350408092,0.1485810096097281,51,0.020805502862127657
20,Sagittal,UTR_IMF,0.023145754736300768,0.15722048421002102,54,0.02139499796821395
30,Frontal,MTL_IMF,-0.014502741517506555,0.11033577372320513,42,0.017025179506149905
30,Frontal,MTR_IMF,-0.004926997697809642,0.11107004611335235,42,0.017138480195734294
30,Frontal,SCML_IMF,0.009488456642798009,0.11880663627560518,45,0.017710647659356375
30,Frontal,SCMR_IMF,0.0034129772770256283,0.12288993068440084,46,0.018119131771847777
30,Frontal,STL_IMF,-0.00399949235372664,0.11065972260822546,46,0.016315885968915058
30,Frontal,STR_IMF,-0.013679187854502782,0.12251358821304678,44,0.018469618355581092
30,Frontal,UTL_IMF,0.03404157328140037,0.11027449249688744,45,0.01643875076048872
30,Frontal,UTR_IMF,0.0008655869051391904,0.11707367704062828,45,0.01745231334924675
30,Horizontal,MTL_IMF,-0.020378109543723932,0.08746489710138043,35,0.014784265984924714
30,Horizontal,MTR_IMF,-0.011729676173951724,0.11639217757589299,35,0.0196738688190766
30,Horizontal,SCML_IMF,0.0475541750040357,0.1234648669903055,36,0.020577477831717584
30,Horizontal,SCMR_IMF,0.0036929879434296955,0.12106852231742074,38,0.019639907744533433
